audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.27385377883911133,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.3226809501647949,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.49722957611083984,why should you read the safety instructions before using the tv
/workspace/data/synthesized_audio/Q267.wav,0.34678006172180176,how can i rent or by a movie or tv show in gogul tvp
/workspace/data/synthesized_audio/Q019.wav,0.28006529808044434,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.24334335327148438,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.2986416816711426,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.3342554569244385,how can i view photos stored on digidal photo camera
/workspace/data/synthesized_audio/Q385.wav,0.225128173828125,what are the sound specks
/workspace/data/synthesized_audio/Q106.wav,0.2736222743988037,what can you tell me about in ten aport
/workspace/data/synthesized_audio/Q372.wav,0.2479236125946045,how do i open netflicks
/workspace/data/synthesized_audio/Q166.wav,0.2669963836669922,how do i start the inner net browser
/workspace/data/synthesized_audio/Q255.wav,0.330456018447876,how to set up philip's wireless home speakers with ambolite
/workspace/data/synthesized_audio/Q178.wav,0.2881639003753662,how do i set dark details gamma
/workspace/data/synthesized_audio/Q047.wav,0.4075489044189453,how can i switch the tv on
/workspace/data/synthesized_audio/Q152.wav,0.558502197265625,how can i have more information in watching or playing content from a u sb storage device
/workspace/data/synthesized_audio/Q029.wav,0.22685694694519043,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.2909085750579834,how to find assembly instructions of the tv stand
/workspace/data/synthesized_audio/Q114.wav,0.3547663688659668,how can i operate hdmi c compatible devices with tv remote control
/workspace/data/synthesized_audio/Q181.wav,0.23059749603271484,how to set up achdr tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.28062939643859863,how to insert digidal subchennels
/workspace/data/synthesized_audio/Q099.wav,0.43193984031677246,how can i open the tv guide
/workspace/data/synthesized_audio/Q309.wav,0.25777482986450195,how can i check how much storage is being used
/workspace/data/synthesized_audio/Q032.wav,0.2751767635345459,how to use the playback buttons
/workspace/data/synthesized_audio/Q398.wav,0.29802727699279785,what can i do if the stand by light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.28746771812438965,how can i turn on text of speech
/workspace/data/synthesized_audio/Q052.wav,0.3712124824523926,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.2823936939239502,how do i open the home screen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.30346107482910156,how can i use the twenty four hour form at
