audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.23360919952392578,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.32567334175109863,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.33922576904296875,why should you read the safety instructions before using the tv
/workspace/data/synthesized_audio/Q267.wav,0.45319533348083496,how can i rent or buy a movie or t v show in google t v app
/workspace/data/synthesized_audio/Q019.wav,0.3027372360229492,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.40251970291137695,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.49031734466552734,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.4929025173187256,how can i view photos stored on digital photo camera
/workspace/data/synthesized_audio/Q385.wav,0.34062814712524414,what are the sound specs
/workspace/data/synthesized_audio/Q106.wav,0.2722742557525635,what can you tell me about antennaport
/workspace/data/synthesized_audio/Q372.wav,0.3201301097869873,how do i open netflix
/workspace/data/synthesized_audio/Q166.wav,0.23776626586914062,how do i start the internet browser
/workspace/data/synthesized_audio/Q255.wav,0.5054483413696289,how to set up philip's wireless home speakers with ambolite
/workspace/data/synthesized_audio/Q178.wav,0.237565279006958,how do i set dark details gama
/workspace/data/synthesized_audio/Q047.wav,0.4082295894622803,how can i switch the tv on
/workspace/data/synthesized_audio/Q152.wav,0.6582181453704834,how can i have more information in watching or playing content from a usb storage device
/workspace/data/synthesized_audio/Q029.wav,0.2727351188659668,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.43575477600097656,how to find assembly instructions of the t v stand
/workspace/data/synthesized_audio/Q114.wav,0.42224645614624023,how can i operate h dmi cc compatible devices with tv remote control
/workspace/data/synthesized_audio/Q181.wav,0.28363466262817383,how to set up hdr tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.25273656845092773,how to insert digital subchannels
/workspace/data/synthesized_audio/Q099.wav,0.3414497375488281,how can i open the tv guide
/workspace/data/synthesized_audio/Q309.wav,0.256589412689209,how can i check how much storage is being used
/workspace/data/synthesized_audio/Q032.wav,0.23339176177978516,how to use the playback buttons
/workspace/data/synthesized_audio/Q398.wav,0.33549046516418457,what can i do if the standby light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.2577836513519287,how can i turn on text to speech
/workspace/data/synthesized_audio/Q052.wav,0.4770214557647705,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.45303988456726074,how do i open the home screen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.2872130870819092,how can i use the twenty four hour format
/workspace/data/synthesized_audio/Q390.wav,0.4124112129211426,how can i use more help functions to diagnose issues and get more information about the tv
/workspace/data/synthesized_audio/Q205.wav,0.2950439453125,how do i set up custom a i equalizer
/workspace/data/synthesized_audio/Q196.wav,0.27888035774230957,how to set up motion blur reduction
/workspace/data/synthesized_audio/Q257.wav,0.6429219245910645,how do i set up my philip's wireless home speakers to work with ambolite
/workspace/data/synthesized_audio/Q077.wav,0.251537561416626,how can i set the content rating
/workspace/data/synthesized_audio/Q413.wav,0.5104453563690186,what can i do if h d miac is not working properly
/workspace/data/synthesized_audio/Q334.wav,0.3339550495147705,how can i view the blue tooth register device information
/workspace/data/synthesized_audio/Q230.wav,0.2139425277709961,how do i set up audio output
/workspace/data/synthesized_audio/Q023.wav,0.33044862747192383,how do i open the channel list while watching tv
/workspace/data/synthesized_audio/Q351.wav,0.41840171813964844,how can i open the photo folder
/workspace/data/synthesized_audio/Q445.wav,0.2675058841705322,what is am d free sink premium
/workspace/data/synthesized_audio/Q359.wav,0.3369147777557373,what can you tell me about browsing three hundred sixty photoples
/workspace/data/synthesized_audio/Q227.wav,0.28864502906799316,question how do i set up auto volume
/workspace/data/synthesized_audio/Q110.wav,0.2846384048461914,what can you tell me about h d m i r and e a r c
/workspace/data/synthesized_audio/Q421.wav,0.27620363235473633,what can i do if i'm unable to pair
/workspace/data/synthesized_audio/Q222.wav,0.33449602127075195,how do i set up drc dynamic range control
/workspace/data/synthesized_audio/Q226.wav,0.2538588047027588,how to set up room calibration
/workspace/data/synthesized_audio/Q248.wav,0.2721889019012451,how do i set up loungelight mode
/workspace/data/synthesized_audio/Q214.wav,0.35712742805480957,question how do i set up meme sound personaization
/workspace/data/synthesized_audio/Q187.wav,0.3894500732421875,how to set wide color gamut
/workspace/data/synthesized_audio/Q046.wav,0.25988173484802246,how do i clean the remote control
/workspace/data/synthesized_audio/Q442.wav,0.2381739616394043,what is google tv
/workspace/data/synthesized_audio/Q250.wav,0.39915943145751953,how do i set ambolite brightness
/workspace/data/synthesized_audio/Q256.wav,0.33596372604370117,how do i turn on off philip's wireless home speakers that work with ambolite
/workspace/data/synthesized_audio/Q301.wav,0.2726302146911621,how can assess date and time setting
/workspace/data/synthesized_audio/Q314.wav,0.33661389350891113,preset time
/workspace/data/synthesized_audio/Q013.wav,0.5279085636138916,how do i insert the power cable into the power connector
/workspace/data/synthesized_audio/Q311.wav,0.25162243843078613,how can i set the power on behavior
/workspace/data/synthesized_audio/Q216.wav,0.38077521324157715,how do i control the sound settings of my h d mi sound system via easy link too
