audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.5691525936126709,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.4755086898803711,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.7552196979522705,why should you read the safety instructions before using the tv
/workspace/data/synthesized_audio/Q267.wav,1.1288700103759766,how can i rent or buy a movie or tv show in google tv app
/workspace/data/synthesized_audio/Q019.wav,0.6116659641265869,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.5754203796386719,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.6948158740997314,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.7204535007476807,how can i view photos stored on digital photo camera
/workspace/data/synthesized_audio/Q385.wav,0.4733903408050537,what are the sound specs
/workspace/data/synthesized_audio/Q106.wav,0.6620378494262695,what can you tell me about antenaport
/workspace/data/synthesized_audio/Q372.wav,0.49851059913635254,how do i open netflix
/workspace/data/synthesized_audio/Q166.wav,0.6221742630004883,how do i start the internet browser
/workspace/data/synthesized_audio/Q255.wav,0.9193646907806396,how to set up phillips wireless home speakers with ambolite
/workspace/data/synthesized_audio/Q178.wav,0.578862190246582,how do i set dark details gamma
/workspace/data/synthesized_audio/Q047.wav,0.6036138534545898,how can i switch the tv on
/workspace/data/synthesized_audio/Q152.wav,0.981860876083374,how can i have more information in watching or playing content from a usb storage device
/workspace/data/synthesized_audio/Q029.wav,0.7661638259887695,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.6486208438873291,how to find assembly instructions of the tv stand
/workspace/data/synthesized_audio/Q114.wav,0.9988272190093994,how can i operate hdmi cc compatible devices with tv remote control
/workspace/data/synthesized_audio/Q181.wav,0.5724351406097412,how to set up hdr tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.5540499687194824,how to insert digital sub channels
/workspace/data/synthesized_audio/Q099.wav,0.7852494716644287,how can i open the tv guide
/workspace/data/synthesized_audio/Q309.wav,0.7289981842041016,how can i check how much storage is being used
/workspace/data/synthesized_audio/Q032.wav,0.7835557460784912,how to use the playback buttons
/workspace/data/synthesized_audio/Q398.wav,0.5827198028564453,what can i do if the standby light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.5132207870483398,how can i turn on text to speech
/workspace/data/synthesized_audio/Q052.wav,0.8209798336029053,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.744605541229248,how do i open the home screen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.5663235187530518,how can i use the twenty four hour format
/workspace/data/synthesized_audio/Q390.wav,1.0191726684570312,how can i use more help functions to diagnose issues and get more information about the tv
/workspace/data/synthesized_audio/Q205.wav,0.6347377300262451,how do i set up custom ai equalizer
/workspace/data/synthesized_audio/Q196.wav,0.8745102882385254,how to set up motion blur reduction
/workspace/data/synthesized_audio/Q257.wav,1.0449817180633545,how do i set up my phillips wireless home speakers to work with amblyite
/workspace/data/synthesized_audio/Q077.wav,0.7783834934234619,how can i set the content rating
/workspace/data/synthesized_audio/Q413.wav,0.7491147518157959,what can i do if hdmi earc is not working properly
