audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.3989987373352051,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.2961244583129883,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.5185208320617676,why should you read the safy instructions before using the tiv
/workspace/data/synthesized_audio/Q267.wav,0.7487993240356445,how can i rent or bu a movie or ti vi show in gougle ti v ap
/workspace/data/synthesized_audio/Q019.wav,0.48073267936706543,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.4015157222747803,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.47851014137268066,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.4573068618774414,how can i view photos stored digitalhoto camera
/workspace/data/synthesized_audio/Q385.wav,0.3175177574157715,what are the sound specks
/workspace/data/synthesized_audio/Q106.wav,0.5902173519134521,what can you tell me about in tenaport
/workspace/data/synthesized_audio/Q372.wav,0.3630645275115967,how do i open netflicks
/workspace/data/synthesized_audio/Q166.wav,0.41460466384887695,how do i start the innernt browr
/workspace/data/synthesized_audio/Q255.wav,0.524681568145752,how to set up philip ' s wireless home speakers with ambellite
/workspace/data/synthesized_audio/Q178.wav,0.4475722312927246,how do i set dark details gamin
/workspace/data/synthesized_audio/Q047.wav,0.6068038940429688,how can i switch the t vion
/workspace/data/synthesized_audio/Q152.wav,0.6553359031677246,how can i have more information in watching or playing content from a u s b storage device
/workspace/data/synthesized_audio/Q029.wav,0.40876317024230957,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.46410274505615234,how to find asmbly instructions of the t v stand
/workspace/data/synthesized_audio/Q114.wav,0.590796709060669,how can i operate h d m i c c compatible devices with t v remote control
/workspace/data/synthesized_audio/Q181.wav,0.5916545391082764,how to set up each dar tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.43460965156555176,how to inrt digital subchannels
/workspace/data/synthesized_audio/Q099.wav,0.6782174110412598,how can i open the t v guide
/workspace/data/synthesized_audio/Q309.wav,0.4392237663269043,how can i check how much storage is being ud
/workspace/data/synthesized_audio/Q032.wav,0.36847639083862305,how do you u the playback buttons
/workspace/data/synthesized_audio/Q398.wav,0.47937870025634766,what can i do if the stand by light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.41988492012023926,how can i turn text to speech
/workspace/data/synthesized_audio/Q052.wav,0.6308603286743164,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.4509541988372803,how do i open the home screen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.5888192653656006,how can i u the twenty four hour format
/workspace/data/synthesized_audio/Q390.wav,0.6283352375030518,how can i u more help functions to diagnose issues and g more information about the ti v
/workspace/data/synthesized_audio/Q205.wav,0.4484851360321045,how do i set up custom a i equalizer
/workspace/data/synthesized_audio/Q196.wav,0.45612359046936035,how to set up motion bllare reduction
/workspace/data/synthesized_audio/Q257.wav,0.5174522399902344,how do i set up my fillips wireless home speakers to work with ambelite
/workspace/data/synthesized_audio/Q077.wav,0.45653343200683594,how can i set the content rating
/workspace/data/synthesized_audio/Q413.wav,0.5451252460479736,what can i do if h d m i y r c is not working properly
/workspace/data/synthesized_audio/Q334.wav,0.476609468460083,how can i view the blue tooth registered device information
/workspace/data/synthesized_audio/Q230.wav,0.5261871814727783,how do i set up audio output
/workspace/data/synthesized_audio/Q023.wav,0.3932642936706543,how do i open the channel list while watching tv
/workspace/data/synthesized_audio/Q351.wav,0.41080808639526367,how can i open the photo folder
/workspace/data/synthesized_audio/Q445.wav,0.41045379638671875,what is a m d freescinct premium
/workspace/data/synthesized_audio/Q359.wav,0.5743272304534912,what can you tell me about browsing three hundred sixty photoop fhiles
/workspace/data/synthesized_audio/Q227.wav,0.42607784271240234,question how do i set up auto volume
/workspace/data/synthesized_audio/Q110.wav,0.43731093406677246,what can you tell me about h d m my ark and e a r c
/workspace/data/synthesized_audio/Q421.wav,0.6175830364227295,what can i do if i ' m unable to pair
/workspace/data/synthesized_audio/Q222.wav,0.5239882469177246,how do i set up d r c dynamic range control
/workspace/data/synthesized_audio/Q226.wav,0.42305731773376465,how to set up room calibration
/workspace/data/synthesized_audio/Q248.wav,0.490403413772583,how do i set up lounge light mode
/workspace/data/synthesized_audio/Q214.wav,0.4727447032928467,question how do i set up mimi sound personalization
/workspace/data/synthesized_audio/Q187.wav,0.3618814945220947,how to set wide colour gamut
/workspace/data/synthesized_audio/Q046.wav,0.4829401969909668,how do i clean the remote control
/workspace/data/synthesized_audio/Q442.wav,0.4061472415924072,what is gougle tivi
/workspace/data/synthesized_audio/Q250.wav,0.447037935256958,how do i set ambelite brightness
/workspace/data/synthesized_audio/Q256.wav,0.7620153427124023,how do i turn off philip ' s wireless home speakers that work with ambelite
/workspace/data/synthesized_audio/Q301.wav,0.4401736259460449,how can asss date and time setting
/workspace/data/synthesized_audio/Q314.wav,0.3520240783691406,precett time
/workspace/data/synthesized_audio/Q013.wav,0.5061910152435303,how do i inrt the power cable into the power connector
/workspace/data/synthesized_audio/Q311.wav,0.545853853225708,how can i set the power behavior
/workspace/data/synthesized_audio/Q216.wav,0.5667276382446289,how do i control the sound settings of my h d m my sound system via eas link two
/workspace/data/synthesized_audio/Q324.wav,0.3937509059906006,how can i adjust picture an audio in retail mode settings
/workspace/data/synthesized_audio/Q009.wav,0.4084036350250244,how do i find the safy instructions
/workspace/data/synthesized_audio/Q405.wav,0.5158388614654541,what can i do if the picture settings change after a while
/workspace/data/synthesized_audio/Q363.wav,0.4389352798461914,what can you tell me about browsing music files
/workspace/data/synthesized_audio/Q426.wav,0.4130988121032715,what should i do to trouble shoot any problems with a phillips tev
/workspace/data/synthesized_audio/Q061.wav,0.41814684867858887,what are the conditions for the channel list copy
/workspace/data/synthesized_audio/Q199.wav,0.4904477596282959,how do i form out the picture manually
/workspace/data/synthesized_audio/Q249.wav,0.4797523021697998,how do i set the duration in minutes of the lounge light mode
/workspace/data/synthesized_audio/Q072.wav,0.29326391220092773,how to unlock a channel
/workspace/data/synthesized_audio/Q284.wav,0.5453965663909912,how can i switch accessibility
/workspace/data/synthesized_audio/Q270.wav,0.419543981552124,what you can tell me about you to musicap
/workspace/data/synthesized_audio/Q177.wav,0.4163506031036377,how to set vidio lel
/workspace/data/synthesized_audio/Q172.wav,0.6786453723907471,how to set automatic picture and movie style
/workspace/data/synthesized_audio/Q192.wav,0.40775251388549805,how do i set up noise reduction
/workspace/data/synthesized_audio/Q117.wav,0.43332362174987793,could you tell me more about easelnk
/workspace/data/synthesized_audio/Q264.wav,0.30399537086486816,what you can tell me about aps
/workspace/data/synthesized_audio/Q415.wav,0.433807373046875,what can i do if you s be file playback as choppy
/workspace/data/synthesized_audio/Q224.wav,0.4444451332092285,how do i set up sound stage
/workspace/data/synthesized_audio/Q221.wav,0.6268730163574219,how do i set up surround sound
/workspace/data/synthesized_audio/Q005.wav,0.4462125301361084,how did we search gougle tivi
/workspace/data/synthesized_audio/Q140.wav,0.4373340606689453,how can i adjust the volume and head phones
/workspace/data/synthesized_audio/Q313.wav,0.5935099124908447,how can i set the screen off to sa energy consumption
/workspace/data/synthesized_audio/Q364.wav,0.38933897018432617,how can i playing music files
/workspace/data/synthesized_audio/Q316.wav,0.5676999092102051,what i need to u gougle cast
/workspace/data/synthesized_audio/Q308.wav,0.4712028503417969,how can i set the keyboard lay out for you s b keyboard
/workspace/data/synthesized_audio/Q418.wav,0.5503475666046143,what can i do if the p c and innerne connection are slow
/workspace/data/synthesized_audio/Q190.wav,0.32131528854370117,how to set sharpness
/workspace/data/synthesized_audio/Q409.wav,0.48070621490478516,what can i do if the computer picture is not stable
/workspace/data/synthesized_audio/Q403.wav,0.47144341468811035,what can i do about poor and tenn a reception
/workspace/data/synthesized_audio/Q252.wav,0.42786240577697754,how do i set ambeite wall color
/workspace/data/synthesized_audio/Q298.wav,0.45668601989746094,does this tell a vision contain open source software
