audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.6198720932006836,CAN YOU SHOW ME THE CONTROL BAR FOR PLAYING MUSIC
/workspace/data/synthesized_audio/Q203.wav,0.47337937355041504,HOW DO I SET CLEAR DIALOGUE
/workspace/data/synthesized_audio/Q429.wav,1.2656571865081787,WHY SHOULD YOU READ THE SAFETY INSTRUCTIONS BEFORE USING THE TEV
/workspace/data/synthesized_audio/Q267.wav,1.3767237663269043,HOW CAN I RENT OR BUY A MOVY OR T V SHOW IN GOUGLE T V AP
/workspace/data/synthesized_audio/Q019.wav,1.0708510875701904,HOW TO OPEN THE LIST OF INSTALLED APPLICATIONS
/workspace/data/synthesized_audio/Q200.wav,0.8635365962982178,HOW DO I SELECT A SOUND STYLE
/workspace/data/synthesized_audio/Q011.wav,1.2800068855285645,WHAT DIMENSIONS SHOULD I CONSIDER WHEN BUYING THE WALL MOUNT
/workspace/data/synthesized_audio/Q153.wav,1.1274502277374268,HOW CAN I VIEW PHOTOS STORED ON DIGITAL PHOTO CAMERA
/workspace/data/synthesized_audio/Q385.wav,0.6633996963500977,WHAT ARE THE SOUND SPECKS
/workspace/data/synthesized_audio/Q106.wav,0.7907702922821045,WHAT CAN YOU TELL ME ABOUT ANTENAPORT
/workspace/data/synthesized_audio/Q372.wav,0.6677162647247314,HOW DO I OPEN NETFLICKS
/workspace/data/synthesized_audio/Q166.wav,0.7637708187103271,HOW DO I START THE INNORNET BROWSER
/workspace/data/synthesized_audio/Q255.wav,1.314131736755371,HOW TO SET UP PHILIP'S WIRELESS HOMESPEAKERS WITH AMBOLLITE
/workspace/data/synthesized_audio/Q178.wav,0.7947218418121338,HOW DO I SET DARK DETAILS GAMMA
/workspace/data/synthesized_audio/Q047.wav,1.0888972282409668,HOW CAN I SWITCH THE T VI ON
/workspace/data/synthesized_audio/Q152.wav,1.7091691493988037,HOW CAN I HAVE MORE INFORMATION IN WATCHING OR PLAYING CONTENT FROM A EU S B STORAGE DEVICE
/workspace/data/synthesized_audio/Q029.wav,1.0360157489776611,HOW TO OPEN DIRECT SELECTION OF OPTIONS
/workspace/data/synthesized_audio/Q010.wav,1.1819136142730713,HOW TO FIND ASSEMBLY INSTRUCTIONS OF THE T V STAND
/workspace/data/synthesized_audio/Q114.wav,1.7909235954284668,HOW CAN I OPERATE H D EM I C C COMPATIBLE DEVICES WITH T V REMOTE CONTROL
/workspace/data/synthesized_audio/Q181.wav,0.7519674301147461,HOW TO SET UP EACH DIAR TONE MAPPING
/workspace/data/synthesized_audio/Q036.wav,0.8188929557800293,HOW TO INSERT DIGITAL SUBCHANNELS
