audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.16138648986816406,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.2285780906677246,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.13915801048278809,why should you read the safy instructions before using the ti
/workspace/data/synthesized_audio/Q267.wav,0.14595937728881836,how can i rent or buy a movie or t v show in gugle ti vi aap
/workspace/data/synthesized_audio/Q019.wav,0.14090919494628906,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.17629575729370117,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.1844923496246338,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.1649329662322998,how can i view photos storeddigital photo camera
/workspace/data/synthesized_audio/Q385.wav,0.17336392402648926,what are the sound specks
/workspace/data/synthesized_audio/Q106.wav,0.16461730003356934,what can you tell me about in tenna port
/workspace/data/synthesized_audio/Q372.wav,0.20468807220458984,how do i open nat fleicks
/workspace/data/synthesized_audio/Q166.wav,0.1136317253112793,how do i start the inner net brrusr
/workspace/data/synthesized_audio/Q255.wav,0.13457202911376953,how to set up philip ' s wireless home speakers with ambulite
/workspace/data/synthesized_audio/Q178.wav,0.1624596118927002,how do i set dark details gama
/workspace/data/synthesized_audio/Q047.wav,0.17374515533447266,how can i switch the tea vion
/workspace/data/synthesized_audio/Q152.wav,0.1908886432647705,how can i have more information in watching or playing content from a u s b storage device
/workspace/data/synthesized_audio/Q029.wav,0.2922699451446533,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.18065309524536133,how to find asmbly instructions of the ti stand
/workspace/data/synthesized_audio/Q114.wav,0.20679974555969238,how can i operate h d a i c c compatible devices with t v remote control
/workspace/data/synthesized_audio/Q181.wav,0.14215779304504395,how to set up ea d oar tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.17317676544189453,how to inrt digital sub channels
/workspace/data/synthesized_audio/Q099.wav,0.1560530662536621,how can i open the ti v guide
/workspace/data/synthesized_audio/Q309.wav,0.16715073585510254,how can i check how much storage is being ud
/workspace/data/synthesized_audio/Q032.wav,0.21622228622436523,how to u the play back buttons
/workspace/data/synthesized_audio/Q398.wav,0.17072486877441406,what can i do if the stand by light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.19176912307739258,how can i turn text to speech
/workspace/data/synthesized_audio/Q052.wav,0.17250847816467285,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.16915512084960938,how do i open the homescreen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.2922091484069824,how can i u the twenty four hour format
/workspace/data/synthesized_audio/Q390.wav,0.34119105339050293,how can i u more help functions to diagnos issues and g more information about the tiv
/workspace/data/synthesized_audio/Q205.wav,0.13902878761291504,how do i set up custom ey i equalizer
/workspace/data/synthesized_audio/Q196.wav,0.14499998092651367,how to set up motion blir reduction
/workspace/data/synthesized_audio/Q257.wav,0.3812110424041748,how do i set up my fillips wireless home speakers to work with ambulite
/workspace/data/synthesized_audio/Q077.wav,0.2624812126159668,how can i set the content rating
/workspace/data/synthesized_audio/Q413.wav,0.18759727478027344,what can i do if h d ai y s c is not working properly
/workspace/data/synthesized_audio/Q334.wav,0.16772198677062988,how can i view the blue tooth registered device information
/workspace/data/synthesized_audio/Q230.wav,0.17843866348266602,how do i set up audio output
/workspace/data/synthesized_audio/Q023.wav,0.16632747650146484,how do i open the channel list while watching tivie
/workspace/data/synthesized_audio/Q351.wav,0.13482403755187988,how can i open the photo falder
/workspace/data/synthesized_audio/Q445.wav,0.15172672271728516,what is a m d frieink premium
/workspace/data/synthesized_audio/Q359.wav,0.2939426898956299,what can you tell me about browsing three hundred sixty photophils
/workspace/data/synthesized_audio/Q227.wav,0.16996288299560547,question how do i set up auto volume
/workspace/data/synthesized_audio/Q110.wav,0.15903639793395996,what can you tell me about h d a my arc and e a r c
/workspace/data/synthesized_audio/Q421.wav,0.13906145095825195,what can i do if i ' m unable to pair
/workspace/data/synthesized_audio/Q222.wav,0.17171430587768555,how do i set up d s c dynamic range control
/workspace/data/synthesized_audio/Q226.wav,0.32711243629455566,how to set up room callibration
/workspace/data/synthesized_audio/Q248.wav,0.24190878868103027,how do i set up lounge light mode
/workspace/data/synthesized_audio/Q214.wav,0.17803645133972168,question how do i set up mimi sound personalisation
/workspace/data/synthesized_audio/Q187.wav,0.1412827968597412,how to set wide color gamut
/workspace/data/synthesized_audio/Q046.wav,0.1688683032989502,how do i clean the remote control
/workspace/data/synthesized_audio/Q442.wav,0.2851290702819824,what is gogltivi
/workspace/data/synthesized_audio/Q250.wav,0.19322776794433594,how do i set ambilite brightness
/workspace/data/synthesized_audio/Q256.wav,0.180694580078125,how do i turn off phillips s wireless homespeakers that work with ambilite
/workspace/data/synthesized_audio/Q301.wav,0.16286206245422363,how can asss date in time setting
/workspace/data/synthesized_audio/Q314.wav,0.30481600761413574,precet time
/workspace/data/synthesized_audio/Q013.wav,0.20833611488342285,how do i inrt the power cable into the power connector
/workspace/data/synthesized_audio/Q311.wav,0.14444494247436523,how can i set the power behaviour
/workspace/data/synthesized_audio/Q216.wav,0.20410823822021484,how do i control the sound settings of my h d a my sound system via ezie link tou
/workspace/data/synthesized_audio/Q324.wav,0.22582292556762695,how can i adjust picture an audio in retail mode settings
/workspace/data/synthesized_audio/Q009.wav,0.30905961990356445,how do i find the safy instructions
/workspace/data/synthesized_audio/Q405.wav,0.1367964744567871,what can i do if the picture settings change after a while
/workspace/data/synthesized_audio/Q363.wav,0.16921782493591309,what can you tell me about browsing music files
/workspace/data/synthesized_audio/Q426.wav,0.1843409538269043,what should i do to trouble shoot any problems with a phillips tivie
/workspace/data/synthesized_audio/Q061.wav,0.25339341163635254,what are the conditions for the channelist copy
/workspace/data/synthesized_audio/Q199.wav,0.14149975776672363,how do i form out the picture manually
/workspace/data/synthesized_audio/Q249.wav,0.2141587734222412,how do i set the duration in minutes of the lounge light mode
/workspace/data/synthesized_audio/Q072.wav,0.26456761360168457,how to unlock a channel
/workspace/data/synthesized_audio/Q284.wav,0.11369681358337402,how can i switch accessibility
/workspace/data/synthesized_audio/Q270.wav,0.1731429100036621,what you can tell me about you to musicap
/workspace/data/synthesized_audio/Q177.wav,0.14883971214294434,how to set vidio lel
/workspace/data/synthesized_audio/Q172.wav,0.17723488807678223,how to set automatic picture and movie style
/workspace/data/synthesized_audio/Q192.wav,0.19984817504882812,how do i set up noise reduction
/workspace/data/synthesized_audio/Q117.wav,0.17219877243041992,could you tell me more about ezelnk
/workspace/data/synthesized_audio/Q264.wav,0.15095162391662598,what you can tell me about as
/workspace/data/synthesized_audio/Q415.wav,0.2801816463470459,what can i do if you sp file play back as choppy
/workspace/data/synthesized_audio/Q224.wav,0.19359803199768066,how do i set up sound stage
/workspace/data/synthesized_audio/Q221.wav,0.15221524238586426,how do i set up sor round sound
/workspace/data/synthesized_audio/Q005.wav,0.12009477615356445,how d do you i search gogltivi
/workspace/data/synthesized_audio/Q140.wav,0.17335796356201172,how can i adjust the volume in head phones
/workspace/data/synthesized_audio/Q313.wav,0.15582060813903809,how can i set the screen off to sa energy consumption
/workspace/data/synthesized_audio/Q364.wav,0.14701437950134277,how can i playing music fies
/workspace/data/synthesized_audio/Q316.wav,0.3076059818267822,what i need to u gogle cast
