audio_file,tempo,transcricao
/workspace/data/synthesized_audio/Q362.wav,0.567255973815918,can you show me the control bar for playing music
/workspace/data/synthesized_audio/Q203.wav,0.5381526947021484,how do i set clear dialogue
/workspace/data/synthesized_audio/Q429.wav,0.8030927181243896,why should you read the safety instructions before using the tv
/workspace/data/synthesized_audio/Q267.wav,0.8187565803527832,how can i rent or buy a movie or tv show in google tv app
/workspace/data/synthesized_audio/Q019.wav,0.6524937152862549,how to open the list of installed applications
/workspace/data/synthesized_audio/Q200.wav,0.7864882946014404,how do i select a sound style
/workspace/data/synthesized_audio/Q011.wav,0.8244810104370117,what dimensions should i consider when buying the wall mount
/workspace/data/synthesized_audio/Q153.wav,0.6880686283111572,how can i view photos stored on digital photo camera
/workspace/data/synthesized_audio/Q385.wav,0.4828364849090576,what are the sound specs
/workspace/data/synthesized_audio/Q106.wav,0.6037735939025879,what can you tell me about in tennaport
/workspace/data/synthesized_audio/Q372.wav,0.5087292194366455,how do i open netflix
/workspace/data/synthesized_audio/Q166.wav,0.597597599029541,how do i start the internet browser
/workspace/data/synthesized_audio/Q255.wav,0.7080888748168945,how to set up philip's wireless home speakers with ambalite
/workspace/data/synthesized_audio/Q178.wav,0.5882017612457275,how do i set dark details gamma
/workspace/data/synthesized_audio/Q047.wav,0.6163601875305176,how can i switch the t v on
/workspace/data/synthesized_audio/Q152.wav,1.0604307651519775,how can i have more information in watching or playing content from a u s b storage device
/workspace/data/synthesized_audio/Q029.wav,0.6164708137512207,how to open direct selection of options
/workspace/data/synthesized_audio/Q010.wav,0.8488941192626953,how to find assembly instructions of the t v stand
/workspace/data/synthesized_audio/Q114.wav,1.0864355564117432,how can i operate h dmi cc compatible devices with t v remote control
/workspace/data/synthesized_audio/Q181.wav,0.5479028224945068,how to set up h d r tone mapping
/workspace/data/synthesized_audio/Q036.wav,0.6817500591278076,how to insert digital subchannels
/workspace/data/synthesized_audio/Q099.wav,0.6443979740142822,how can i open the t v guide
/workspace/data/synthesized_audio/Q309.wav,0.578606367111206,how can i check how much storage is being used
/workspace/data/synthesized_audio/Q032.wav,0.49782848358154297,how to use the playback buttons
/workspace/data/synthesized_audio/Q398.wav,0.6693994998931885,what can i do if the stand by light keeps blinking
/workspace/data/synthesized_audio/Q286.wav,0.5119180679321289,how can i turn on text to speech
/workspace/data/synthesized_audio/Q052.wav,0.8025314807891846,how can i open the basic menu without the remote control
/workspace/data/synthesized_audio/Q008.wav,0.614560604095459,how do i open the home screen and open an item
/workspace/data/synthesized_audio/Q306.wav,0.6335189342498779,how can i use the twenty four hour format
/workspace/data/synthesized_audio/Q390.wav,1.0237541198730469,how can i use more help functions to diagnose issues and get more information about the t v
/workspace/data/synthesized_audio/Q205.wav,0.6279683113098145,how do i set up custom a i equalizer
/workspace/data/synthesized_audio/Q196.wav,0.5693325996398926,how to set up motion blur reduction
/workspace/data/synthesized_audio/Q257.wav,0.838221549987793,how do i set up my phillips wireless home speakers to work with ambalite
/workspace/data/synthesized_audio/Q077.wav,0.5145738124847412,how can i set the content rating
/workspace/data/synthesized_audio/Q413.wav,0.9707577228546143,what can i do if h d m i e a r c is not working properly
/workspace/data/synthesized_audio/Q334.wav,0.835874080657959,how can i view the bluetooth registered device information
/workspace/data/synthesized_audio/Q230.wav,0.5308089256286621,how do i set up audio output
/workspace/data/synthesized_audio/Q023.wav,0.7644045352935791,how do i open the channel list while watching t v
/workspace/data/synthesized_audio/Q351.wav,0.576134204864502,how can i open the photo folder
/workspace/data/synthesized_audio/Q445.wav,0.6638236045837402,what is a m d freeasinc premium
/workspace/data/synthesized_audio/Q359.wav,0.6959202289581299,what can you tell me about browsing three hundred sixty photo files
/workspace/data/synthesized_audio/Q227.wav,0.7689113616943359,question how do i set up auto volume
/workspace/data/synthesized_audio/Q110.wav,0.6506490707397461,what can you tell me about h d m i arc and e a r c
/workspace/data/synthesized_audio/Q421.wav,0.6454854011535645,what can i do if i'm unable to pair
/workspace/data/synthesized_audio/Q222.wav,0.729414701461792,how do i set up d r c dynamic range control
/workspace/data/synthesized_audio/Q226.wav,0.639702558517456,how to set up room calibration
/workspace/data/synthesized_audio/Q248.wav,0.5590581893920898,how do i set up lounge light mode
/workspace/data/synthesized_audio/Q214.wav,0.6837894916534424,question how do i set up mimi sound personalization
/workspace/data/synthesized_audio/Q187.wav,0.5177114009857178,how to set wide color gamut
/workspace/data/synthesized_audio/Q046.wav,0.6175763607025146,how do i clean the remote control
/workspace/data/synthesized_audio/Q442.wav,0.4578995704650879,what is google t v
/workspace/data/synthesized_audio/Q250.wav,0.5227892398834229,how do i set ambellite brightness
/workspace/data/synthesized_audio/Q256.wav,0.8760488033294678,how do i turn on off phillip's wireless home speakers that work with ambalite
/workspace/data/synthesized_audio/Q301.wav,0.588543176651001,how can assess date and time setting
/workspace/data/synthesized_audio/Q314.wav,0.5046365261077881,preset time
/workspace/data/synthesized_audio/Q013.wav,0.7050387859344482,how do i insert the power cable into the power connector
/workspace/data/synthesized_audio/Q311.wav,0.5578243732452393,how can i set the power on behavior
/workspace/data/synthesized_audio/Q216.wav,0.96781325340271,how do i control the sound settings of my h dmi sound system via easylink too
/workspace/data/synthesized_audio/Q324.wav,0.8887448310852051,how can i adjust picture and audio in retail mode settings
/workspace/data/synthesized_audio/Q009.wav,0.5912396907806396,how do i find the safety instructions
/workspace/data/synthesized_audio/Q405.wav,0.7648837566375732,what can i do if the picture settings change after a while
/workspace/data/synthesized_audio/Q363.wav,0.5915923118591309,what can you tell me about browsing music files
/workspace/data/synthesized_audio/Q426.wav,0.7578926086425781,what should i do to troubleshoot any problems with a phillips te v
/workspace/data/synthesized_audio/Q061.wav,0.6222047805786133,what are the conditions for the channel lis copy
/workspace/data/synthesized_audio/Q199.wav,0.6703763008117676,how do i format the picture manually
/workspace/data/synthesized_audio/Q249.wav,0.739687442779541,how do i set the duration in minutes of the lounge light mode
/workspace/data/synthesized_audio/Q072.wav,0.5424730777740479,how to unlock a channel
/workspace/data/synthesized_audio/Q284.wav,0.6092450618743896,how can i switch on accessibility
/workspace/data/synthesized_audio/Q270.wav,0.6092832088470459,what you can tell me about youtube music app
/workspace/data/synthesized_audio/Q177.wav,0.452073335647583,how to set video level
/workspace/data/synthesized_audio/Q172.wav,0.5933165550231934,how to set automatic picture and movie style
/workspace/data/synthesized_audio/Q192.wav,0.5271072387695312,how do i set up noise reduction
/workspace/data/synthesized_audio/Q117.wav,0.5055160522460938,could you tell me more about eesellik
/workspace/data/synthesized_audio/Q264.wav,0.4848041534423828,what you can tell me about apps
/workspace/data/synthesized_audio/Q415.wav,0.7032113075256348,what can i do if u s b file playback is choppy
/workspace/data/synthesized_audio/Q224.wav,0.5105428695678711,how do i set up sound stage
/workspace/data/synthesized_audio/Q221.wav,0.46678733825683594,how do i set up surround sound
/workspace/data/synthesized_audio/Q005.wav,0.5569913387298584,how to do a search on google tv
/workspace/data/synthesized_audio/Q140.wav,0.5408213138580322,how can i adjust the volume in headphones
/workspace/data/synthesized_audio/Q313.wav,0.6252360343933105,how can i set the screen off to save energy consumption
/workspace/data/synthesized_audio/Q364.wav,0.5257267951965332,how can i playing music files
/workspace/data/synthesized_audio/Q316.wav,0.5549666881561279,what i need to use google cast
/workspace/data/synthesized_audio/Q308.wav,0.6883611679077148,how can i set the keyboard layout for u s b keyboard
/workspace/data/synthesized_audio/Q418.wav,0.6752939224243164,what can i do if the p c and internet connection are slow
/workspace/data/synthesized_audio/Q190.wav,0.6834127902984619,how does thatt sharpness
/workspace/data/synthesized_audio/Q409.wav,0.8019745349884033,what can i do if the computer picture is not stable
